tweet_id,airline,text
416,Virgin America,@VirginAmerica Giants and Virgin America. A match made in heaven.
417,Virgin America,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!"
418,Virgin America,@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.
419,Virgin America,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail
420,Virgin America,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(
421,Virgin America,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A
422,Virgin America,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker
423,Virgin America,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!
424,Virgin America,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf"
425,Virgin America,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC
426,Virgin America,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!
427,Virgin America,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?"
428,Virgin America,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!
429,Virgin America,"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL)."
430,Virgin America,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?"
431,Virgin America,@VirginAmerica OMG FINALLY
432,Virgin America,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek
433,Virgin America,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!
434,Virgin America,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers
435,Virgin America,@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.
436,Virgin America,"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday"
437,Virgin America,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!
438,Virgin America,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49
439,Virgin America,@VirginAmerica I miss the #nerdbird in San Jose
440,Virgin America,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes."
441,Virgin America,@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.
442,Virgin America,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?
443,Virgin America,@VirginAmerica please add more frequency to PDX Portland
444,Virgin America,@VirginAmerica Congrats VX on the new route! ✈️🎉
445,Virgin America,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time."
446,Virgin America,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗
447,Virgin America,"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?"
448,Virgin America,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.
449,Virgin America,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!"
450,Virgin America,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1)
451,Virgin America,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........
452,Virgin America,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.
453,Virgin America,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?
454,Virgin America,@VirginAmerica That's classy.
455,Virgin America,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.
456,Virgin America,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍
457,Virgin America,@VirginAmerica save some for 871 tomorrow AM!
458,Virgin America,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.
459,Virgin America,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c
460,Virgin America,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather
461,Virgin America,@VirginAmerica is that #thestarter??😁
462,Virgin America,@VirginAmerica ...Please come to Minneapolis St. Paul!
463,Virgin America,@VirginAmerica YES FYI  MY BFF
464,Virgin America,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?"
465,Virgin America,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX"
466,Virgin America,@VirginAmerica I love the dancing little richard. cool beans.
467,Virgin America,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.
468,Virgin America,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!
469,Virgin America,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3
470,Virgin America,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.
471,Virgin America,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h
472,Virgin America,@VirginAmerica Good point!
473,Virgin America,.@VirginAmerica I heard he has a virgin mobile hotspot ;)
474,Virgin America,@VirginAmerica you got cheese pLate Flights too.
475,Virgin America,@VirginAmerica On all your flights?
476,Virgin America,@VirginAmerica Dad on Segway is the best part of this whole infographic!
477,Virgin America,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)
478,Virgin America,@VirginAmerica wifi AND better seating.
479,Virgin America,@VirginAmerica how come ABC is the only one of the network channels you don't have?
480,Virgin America,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.
481,Virgin America,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
482,Virgin America,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!"
483,Virgin America,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!"
484,Virgin America,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs
485,Virgin America,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!
486,Virgin America,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers."
487,Virgin America,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?
488,Virgin America,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.
489,Virgin America,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)"
490,Virgin America,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?
491,Virgin America,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin
492,Virgin America,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.
493,Virgin America,@VirginAmerica Can you give me Silver Status for 12 months?
494,Virgin America,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings
495,Virgin America,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤"
496,Virgin America,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?
497,Virgin America,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡
498,Virgin America,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?
499,Virgin America,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome
500,Virgin America,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?
501,Virgin America,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞
502,Virgin America,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap
503,Virgin America,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.
504,Virgin America,“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro
505,United,@united thanks
506,United,@united Thanks for taking care of that MR!! Happy customer.
507,United,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.
508,United,@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united
509,United,@united thanks -- we filled it out. How's our luck with this? Is it common?
510,United,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :)
511,United,@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?
512,United,@united you think you boarded flight AU1066 too early? I think so.
513,United,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price."
514,United,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock."
515,United,@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta
516,United,@united thanks
517,United,@united Thanks. It is on the same ticket.
518,United,@united why not? Is it a law or a policy?
519,United,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.
520,United,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service
521,United,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!"
522,United,@united follow me please this airline is beautifull ♥
523,United,"@united no I don't, but I'm sure United have my info on its system."
524,United,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child"
525,United,@united Just submitted my response on the link you sent.
526,United,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519"
527,United,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united
528,United,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated
529,United,"@united yes, a paper voucher that I got on January 26th 2015"
530,United,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting
531,United,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner."
532,United,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?"
533,United,@united and what am I suppose to do with that number?
534,United,"@united thats weak. See ya 👋
Hey @VirginAmerica !!"
535,United,@united I flew back w other company since United didnt have an earlier flight
536,United,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.
537,United,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab
538,United,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.
539,United,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .
540,United,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue."
541,United,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled
542,United,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy
543,United,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but..."
544,United,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice
545,United,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB"
546,United,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice."
547,United,@united that's right- with an overnight Miami.
548,United,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?
549,United,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations"
550,United,@united i DMed you the details
551,United,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer"
552,United,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve."
553,United,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer."
554,United,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
555,United,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient
556,United,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
557,United,@united thanks again for your concern. I will contact customer care upon our return from Australia.
558,United,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis
559,United,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU"
560,United,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward."
561,United,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable
562,United,@united When will email address/username sign-on be available? It's been a while.
563,United,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?
564,United,@united rude rude
565,United,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec
566,United,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback
567,United,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...
568,United,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome
569,United,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!
570,United,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.
571,United,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes
572,United,@united 6533 ORD to DCA
573,United,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor."""
574,United,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
575,United,@united I will not be flying you again
576,United,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight."
577,United,"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!"
578,United,@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?
579,United,@united I flew United last month and the experience was AWESOME!
580,United,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.
581,United,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude."
582,United,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.
583,United,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!
584,United,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!
585,United,"@united as a 1k, I'm always hoping for improvement."
586,United,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?
587,United,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.
588,United,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .
589,United,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.
590,United,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat."
591,United,@united the os isn't controlled by me but rather @VerizonWireless .  App is new.
592,United,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!"
593,United,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk
594,United,@united What is your phone number. I can't find who to call about a flight reservation.
595,United,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it."
596,United,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did."
597,United,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12
598,United,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.
599,United,@united for the record- Rozana at Newark was lovely and helpful. #choosekind
600,United,@united It was last night's 1235/ORD-LGA.
601,United,@united thx for update
602,United,@united thank you !
603,United,@united dm these nuts
604,United,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!
605,United,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued)
606,United,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys
607,United,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!
608,United,@united despite my bag not making it to Newark good informative email tracking updates help!
609,United,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever
610,United,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!
611,United,@united crashed trying to check in.
612,United,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy."
613,United,@united thanks for the info I already knew...
614,United,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!
615,United,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!
616,United,@united Thank you.
617,United,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam
618,United,@united is there an email address I can reach? Too long for a DM.
619,United,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.
620,United,@united ua1673 still waiting! Supposed to depart 9:08
621,United,@united it was credit from my last trip that never came in the mail!
622,United,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service
623,United,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice
624,United,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.
625,United,@united how do I get my account number if your website says email is unavailable?
626,United,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?
627,United,"@united I received 1 bag last night, I am still missing the other one."
628,United,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench."
629,United,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5
630,United,"@united bet you wont honour them, like mine ey"
631,United,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling
632,United,"@united I guess that's too much ask, huh?"
633,United,@united but it's hard to stay upset at someone when they at least TRY to show remorse.
634,United,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,"
635,United,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.
636,United,@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you
637,United,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine."
638,United,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.
639,United,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought
640,United,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.
641,United,".@united it will be because I'm moving to @AmericanAir because of @united talk, no service"
642,United,@united please be good to me this weekend!
643,United,"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better."
644,United,@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.
645,United,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error
646,United,@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0
647,United,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.
648,United,@united yall should probably work on that.
649,United,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused"
650,United,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.
651,United,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?
652,United,@united Could this email be resent as it doesnt appear to have arrived.
653,United,@united yes please! Trying to get to POP- in Newark now....
654,United,@united you have to follow me in order for me to DM...come on now
655,United,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice"
656,United,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....
657,United,@united I did DM the details but still no response. I have to book today.
658,United,@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏
659,United,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?
660,United,@united not able to DM you my confirmation number
661,United,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?"
662,United,@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!
663,United,@united DM does not work what do I do?
664,United,@united private jet would have been cool! Do does not work. I'll try again
665,United,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!
666,United,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago
667,United,@united how about 3659 YUL-ORD?
668,United,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx"
669,United,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know
670,United,@united Done and done
671,United,"@united thanks, just sent :)"
672,United,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?"
673,United,@united I'm so frustrated and nervous because of this.
674,United,@united are the ones who make it difficult for me.
675,United,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You
676,United,@united how does it get Cancelled Flightled 10 hours before take off?
677,United,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?"
678,United,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
679,United,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication
680,United,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?
681,United,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round"
682,United,"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?"
683,United,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(
684,United,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?
685,United,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.
686,United,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The
687,United,@united YOU GUYS ARE HORRIBLE.
688,United,@united thnx for the info
689,United,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher
690,United,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines"
691,United,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...
692,United,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel
693,United,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather
694,United,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
695,United,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???
696,United,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.
697,United,@united to speak to a real person to get this resolved politely and efficiently. (2/2)
698,United,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)"
699,United,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines
700,United,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :)
701,United,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out
702,United,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage
703,United,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago
704,United,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim"
705,United,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
706,United,@united Okay thank you
707,United,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?
708,United,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr
709,United,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....
710,United,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.
711,United,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN"
712,United,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.
713,United,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome
714,United,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines"
715,United,@united how we looking on getting those bags to Lusaka
716,United,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!
717,United,@united thank you. Been trying for two days to set this up.
718,United,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight
719,United,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???
720,United,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx
721,United,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...
722,United,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer
723,United,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care
724,United,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!"
725,United,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room..."
726,United,@united keep me updated. Let me know that the bags make the flight to j-burg
727,United,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
728,United,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..
729,United,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United."
730,United,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here."
731,United,@united Thanks for the lack of help and the canned response from the 1K desk!
732,United,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.
733,United,@united I would like to know what's going on before his current flight lands.
734,United,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?
735,United,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL
736,United,@united you are one great airline ❤️
737,United,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required
738,United,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.
